Year,Team,W,L,W/L%,GB,PS/G,PA/G,SRS,Playoffs,Losing_season
2001,Los Angeles Clippers,31,51,0.37799999999999995,25.0,92.5,95.3,-2.23,N,Y
2001,Golden State Warriors,17,65,0.207,39.0,92.5,101.5,-8.11,N,Y
2002,New Jersey Nets,52,30,0.634,—,96.2,92.0,3.67,Y,N
2002,Boston Celtics,49,33,0.598,3.0,96.4,94.1,1.75,Y,N
2002,Orlando Magic,44,38,0.537,8.0,100.5,98.9,1.25,Y,N
2002,Philadelphia 76ers,43,39,0.524,9.0,91.0,89.4,1.27,Y,N
2002,Washington Wizards,37,45,0.451,15.0,92.8,94.2,-1.58,N,Y
2002,Miami Heat,36,46,0.439,16.0,87.2,88.7,-1.84,N,Y
2002,New York Knicks,30,52,0.366,22.0,91.6,95.6,-4.15,N,Y
2002,Detroit Pistons,50,32,0.61,—,94.3,92.2,1.69,Y,N
2002,Charlotte Hornets,44,38,0.537,6.0,93.9,92.9,0.57,Y,N
2002,Toronto Raptors,42,40,0.512,8.0,91.4,91.8,-0.71,Y,N
2002,Indiana Pacers,42,40,0.512,8.0,96.8,96.5,-0.07,Y,N
2002,Milwaukee Bucks,41,41,0.5,9.0,97.5,97.7,-0.62,N,N
2002,Atlanta Hawks,33,49,0.402,17.0,94.0,98.3,-4.41,N,Y
2002,Cleveland Cavaliers,29,53,0.354,21.0,95.3,98.6,-3.52,N,Y
2002,Chicago Bulls,21,61,0.256,29.0,89.5,98.0,-8.52,N,Y
2002,San Antonio Spurs,58,24,0.7070000000000001,—,96.7,90.5,6.28,Y,N
2002,Dallas Mavericks,57,25,0.695,1.0,105.2,101.0,4.41,Y,N
2002,Minnesota Timberwolves,50,32,0.61,8.0,99.3,96.0,3.58,Y,N
2002,Utah Jazz,44,38,0.537,14.0,96.0,95.1,1.21,Y,N
2002,Houston Rockets,28,54,0.341,30.0,92.3,97.2,-4.31,N,Y
2002,Denver Nuggets,27,55,0.32899999999999996,31.0,92.2,98.0,-5.19,N,Y
2002,Memphis Grizzlies,23,59,0.28,35.0,89.9,97.3,-6.74,N,Y
2002,Sacramento Kings,61,21,0.7440000000000001,—,104.6,97.0,7.61,Y,N
2002,Los Angeles Lakers,58,24,0.7070000000000001,3.0,101.3,94.1,7.15,Y,N
2002,Portland Trail Blazers,49,33,0.598,12.0,96.6,93.7,3.21,Y,N
2002,Seattle SuperSonics,45,37,0.5489999999999999,16.0,97.7,94.7,3.24,Y,N
2002,Los Angeles Clippers,39,43,0.47600000000000003,22.0,95.7,96.1,-0.09,N,Y
2002,Phoenix Suns,36,46,0.439,25.0,95.1,95.8,-0.3,N,Y
2002,Golden State Warriors,21,61,0.256,40.0,97.7,103.1,-4.8,N,Y
2003,New Jersey Nets,49,33,0.598,—,95.4,90.1,4.42,Y,N
2003,Philadelphia 76ers,48,34,0.585,1.0,96.8,94.5,1.76,Y,N
2003,Boston Celtics,44,38,0.537,5.0,92.7,93.1,-0.75,Y,N
2003,Orlando Magic,42,40,0.512,7.0,98.5,98.4,-0.39,Y,N
2003,Washington Wizards,37,45,0.451,12.0,91.5,92.5,-1.47,N,Y
2003,New York Knicks,37,45,0.451,12.0,95.9,97.2,-1.61,N,Y
2003,Miami Heat,25,57,0.305,24.0,85.6,90.6,-5.13,N,Y
2003,Detroit Pistons,50,32,0.61,—,91.4,87.7,2.97,Y,N
2003,Indiana Pacers,48,34,0.585,2.0,96.8,93.3,2.79,Y,N
2003,New Orleans Hornets,47,35,0.573,3.0,93.9,91.8,1.52,Y,N
2003,Milwaukee Bucks,42,40,0.512,8.0,99.5,99.3,-0.24,Y,N
2003,Atlanta Hawks,35,47,0.42700000000000005,15.0,94.1,97.6,-3.87,N,Y
2003,Chicago Bulls,30,52,0.366,20.0,95.0,100.1,-5.31,N,Y
2003,Toronto Raptors,24,58,0.293,26.0,90.9,96.8,-6.1,N,Y
2003,Cleveland Cavaliers,17,65,0.207,33.0,91.4,101.0,-9.59,N,Y
2003,San Antonio Spurs,60,22,0.732,—,95.8,90.4,5.65,Y,N
2003,Dallas Mavericks,60,22,0.732,—,103.0,95.2,7.9,Y,N
2003,Minnesota Timberwolves,51,31,0.622,9.0,98.1,96.0,2.46,Y,N
2003,Utah Jazz,47,35,0.573,13.0,94.7,92.3,2.76,Y,N
2003,Houston Rockets,43,39,0.524,17.0,93.8,92.3,1.89,N,N
2003,Memphis Grizzlies,28,54,0.341,32.0,97.5,100.7,-2.6,N,Y
2003,Denver Nuggets,17,65,0.207,43.0,84.2,92.4,-7.41,N,Y
2003,Sacramento Kings,59,23,0.72,—,101.7,95.2,6.68,Y,N
2003,Los Angeles Lakers,50,32,0.61,9.0,100.4,98.0,2.71,Y,N
2003,Portland Trail Blazers,50,32,0.61,9.0,95.2,92.5,2.97,Y,N
2003,Phoenix Suns,44,38,0.537,15.0,95.5,94.4,1.57,Y,N
2003,Seattle SuperSonics,40,42,0.488,19.0,92.1,92.3,0.37,N,Y
2003,Golden State Warriors,38,44,0.46299999999999997,21.0,102.4,103.6,-0.6,N,Y
2003,Los Angeles Clippers,27,55,0.32899999999999996,32.0,93.8,97.9,-3.45,N,Y
2004,New Jersey Nets,47,35,0.573,—,90.3,87.8,1.88,Y,N
2004,Miami Heat,42,40,0.512,5.0,90.3,89.7,-0.13,Y,N
2004,New York Knicks,39,43,0.47600000000000003,8.0,92.0,93.5,-1.97,Y,Y
2004,Boston Celtics,36,46,0.439,11.0,95.3,96.7,-1.99,Y,Y
2004,Philadelphia 76ers,33,49,0.402,14.0,88.0,90.5,-2.95,N,Y
2004,Washington Wizards,25,57,0.305,22.0,91.8,97.4,-6.12,N,Y
2004,Orlando Magic,21,61,0.256,26.0,94.0,101.1,-7.25,N,Y
2004,Indiana Pacers,61,21,0.7440000000000001,—,91.4,85.6,4.93,Y,N
2004,Detroit Pistons,54,28,0.659,7.0,90.1,84.3,5.04,Y,N
2004,New Orleans Hornets,41,41,0.5,20.0,91.8,91.9,-0.72,Y,N
2004,Milwaukee Bucks,41,41,0.5,20.0,98.0,97.0,0.42,Y,N
2004,Cleveland Cavaliers,35,47,0.42700000000000005,26.0,92.9,95.5,-3.07,N,Y
2004,Toronto Raptors,33,49,0.402,28.0,85.4,88.5,-3.42,N,Y
2004,Atlanta Hawks,28,54,0.341,33.0,92.8,97.5,-5.0,N,Y
2004,Chicago Bulls,23,59,0.28,38.0,89.7,96.0,-6.69,N,Y
2004,Minnesota Timberwolves,58,24,0.7070000000000001,—,94.5,89.1,5.86,Y,N
2004,San Antonio Spurs,57,25,0.695,1.0,91.5,84.3,7.51,Y,N
2004,Dallas Mavericks,52,30,0.634,6.0,105.2,100.8,4.86,Y,N
2004,Memphis Grizzlies,50,32,0.61,8.0,96.7,94.3,2.95,Y,N
2004,Houston Rockets,45,37,0.5489999999999999,13.0,89.8,88.0,2.28,Y,N
2004,Denver Nuggets,43,39,0.524,15.0,97.2,96.1,1.65,Y,N
2004,Utah Jazz,42,40,0.512,16.0,88.7,89.9,-0.53,N,N
2004,Los Angeles Lakers,56,26,0.6829999999999999,—,98.2,94.3,4.35,Y,N
2004,Sacramento Kings,55,27,0.6709999999999999,1.0,102.8,97.8,5.41,Y,N
2004,Portland Trail Blazers,41,41,0.5,15.0,90.7,92.0,-0.58,N,N
2004,Golden State Warriors,37,45,0.451,19.0,93.3,94.0,-0.07,N,Y
2004,Seattle SuperSonics,37,45,0.451,19.0,97.1,97.8,0.02,N,Y
2004,Phoenix Suns,29,53,0.354,27.0,94.2,97.9,-2.94,N,Y
2004,Los Angeles Clippers,28,54,0.341,28.0,94.8,99.4,-3.74,N,Y
2005,Boston Celtics,45,37,0.5489999999999999,—,101.3,100.4,0.35,Y,N
2005,Philadelphia 76ers,43,39,0.524,2.0,99.1,99.9,-1.07,Y,N
2005,New Jersey Nets,42,40,0.512,3.0,91.4,92.9,-1.82,Y,N
2005,Toronto Raptors,33,49,0.402,12.0,99.7,101.4,-1.81,N,Y
2005,New York Knicks,33,49,0.402,12.0,97.3,99.7,-2.72,N,Y
2005,Detroit Pistons,54,28,0.659,—,93.3,89.5,3.31,Y,N
2005,Chicago Bulls,47,35,0.573,7.0,94.5,93.4,0.65,Y,N
2005,Indiana Pacers,44,38,0.537,10.0,93.0,92.2,0.49,Y,N
2005,Cleveland Cavaliers,42,40,0.512,12.0,96.5,95.7,0.27,N,N
2005,Milwaukee Bucks,30,52,0.366,24.0,97.2,100.2,-3.09,N,Y
2005,Miami Heat,59,23,0.72,—,101.5,95.0,5.77,Y,N
2005,Washington Wizards,45,37,0.5489999999999999,14.0,100.5,100.8,-0.71,Y,N
2005,Orlando Magic,36,46,0.439,23.0,99.5,101.8,-2.52,N,Y
2005,Charlotte Bobcats,18,64,0.22,41.0,94.3,100.2,-6.15,N,Y
2005,Atlanta Hawks,13,69,0.159,46.0,92.7,102.5,-9.62,N,Y
2005,Seattle SuperSonics,52,30,0.634,—,98.9,96.6,2.59,Y,N
2005,Denver Nuggets,49,33,0.598,3.0,99.5,97.5,2.23,Y,N
2005,Minnesota Timberwolves,44,38,0.537,8.0,96.8,95.3,1.73,N,N
2005,Portland Trail Blazers,27,55,0.32899999999999996,25.0,92.9,96.9,-3.45,N,Y
2005,Utah Jazz,26,56,0.317,26.0,93.0,97.3,-3.74,N,Y
2005,Phoenix Suns,62,20,0.7559999999999999,—,110.4,103.3,7.08,Y,N
2005,Sacramento Kings,50,32,0.61,12.0,103.7,101.6,2.56,Y,N
2005,Los Angeles Clippers,37,45,0.451,25.0,95.7,96.5,-0.47,N,Y
2005,Los Angeles Lakers,34,48,0.415,28.0,98.7,101.7,-2.32,N,Y
2005,Golden State Warriors,34,48,0.415,28.0,98.7,100.9,-1.74,N,Y
2005,San Antonio Spurs,59,23,0.72,—,96.2,88.4,7.84,Y,N
2005,Dallas Mavericks,58,24,0.7070000000000001,1.0,102.5,96.8,5.86,Y,N
2005,Houston Rockets,51,31,0.622,8.0,95.1,91.0,4.27,Y,N
2005,Memphis Grizzlies,45,37,0.5489999999999999,14.0,93.4,91.1,2.64,Y,N
2005,New Orleans Hornets,18,64,0.22,41.0,88.4,95.5,-6.3,N,Y
2006,New Jersey Nets,49,33,0.598,—,93.8,92.4,1.11,Y,N
2006,Philadelphia 76ers,38,44,0.46299999999999997,11.0,99.4,101.3,-2.1,N,Y
2006,Boston Celtics,33,49,0.402,16.0,98.0,99.5,-1.59,N,Y
2006,Toronto Raptors,27,55,0.32899999999999996,22.0,101.1,104.0,-3.03,N,Y
2006,New York Knicks,23,59,0.28,26.0,95.6,102.0,-6.3,N,Y
2006,Detroit Pistons,64,18,0.78,—,96.8,90.2,6.24,Y,N
2006,Cleveland Cavaliers,50,32,0.61,14.0,97.6,95.4,2.17,Y,N
2006,Indiana Pacers,41,41,0.5,23.0,93.9,92.0,1.62,Y,N
2006,Chicago Bulls,41,41,0.5,23.0,97.8,97.2,0.51,Y,N
2006,Milwaukee Bucks,40,42,0.488,24.0,97.8,98.8,-1.07,Y,Y
2006,Miami Heat,52,30,0.634,—,99.9,96.0,3.59,Y,N
2006,Washington Wizards,42,40,0.512,10.0,101.7,99.8,1.57,Y,N
2006,Orlando Magic,36,46,0.439,16.0,94.9,96.0,-1.26,N,Y
2006,Charlotte Bobcats,26,56,0.317,26.0,96.9,100.9,-3.9,N,Y
2006,Atlanta Hawks,26,56,0.317,26.0,97.2,102.0,-4.69,N,Y
2006,Denver Nuggets,44,38,0.537,—,100.3,100.1,0.36,Y,N
2006,Utah Jazz,41,41,0.5,3.0,92.4,95.0,-2.49,N,N
2006,Seattle SuperSonics,35,47,0.42700000000000005,9.0,102.6,105.6,-2.88,N,Y
2006,Minnesota Timberwolves,33,49,0.402,11.0,91.7,93.6,-1.75,N,Y
2006,Portland Trail Blazers,21,61,0.256,23.0,88.8,98.3,-8.91,N,Y
2006,Phoenix Suns,54,28,0.659,—,108.4,102.8,5.48,Y,N
2006,Los Angeles Clippers,47,35,0.573,7.0,97.2,95.6,1.75,Y,N
2006,Los Angeles Lakers,45,37,0.5489999999999999,9.0,99.4,96.9,2.53,Y,N
2006,Sacramento Kings,44,38,0.537,10.0,98.9,97.3,1.61,Y,N
2006,Golden State Warriors,34,48,0.415,20.0,98.5,99.8,-1.11,N,Y
2006,San Antonio Spurs,63,19,0.768,—,95.6,88.8,6.69,Y,N
2006,Dallas Mavericks,60,22,0.732,3.0,99.1,93.1,5.96,Y,N
2006,Memphis Grizzlies,49,33,0.598,14.0,92.2,88.5,3.74,Y,N
2006,New Orleans/Oklahoma City Hornets,38,44,0.46299999999999997,25.0,92.8,95.6,-2.51,N,Y
2006,Houston Rockets,34,48,0.415,29.0,90.1,91.7,-1.3,N,Y
2007,Toronto Raptors,47,35,0.573,—,99.5,98.5,0.61,Y,N
2007,New Jersey Nets,41,41,0.5,6.0,97.6,98.3,-1.0,Y,N
2007,Philadelphia 76ers,35,47,0.42700000000000005,12.0,94.9,98.0,-3.26,N,Y
2007,New York Knicks,33,49,0.402,14.0,97.5,100.3,-3.06,N,Y
2007,Boston Celtics,24,58,0.293,23.0,95.8,99.2,-3.7,N,Y
2007,Detroit Pistons,53,29,0.6459999999999999,—,96.0,91.8,3.69,Y,N
2007,Cleveland Cavaliers,50,32,0.61,3.0,96.8,92.9,3.33,Y,N
2007,Chicago Bulls,49,33,0.598,4.0,98.8,93.8,4.52,Y,N
2007,Indiana Pacers,35,47,0.42700000000000005,18.0,95.6,98.0,-2.62,N,Y
2007,Milwaukee Bucks,28,54,0.341,25.0,99.7,104.0,-4.43,N,Y
2007,Miami Heat,44,38,0.537,—,94.6,95.5,-1.21,Y,N
2007,Washington Wizards,41,41,0.5,3.0,104.3,104.9,-0.8,Y,N
2007,Orlando Magic,40,42,0.488,4.0,94.8,94.0,0.35,Y,Y
2007,Charlotte Bobcats,33,49,0.402,11.0,96.9,100.6,-3.97,N,Y
2007,Atlanta Hawks,30,52,0.366,14.0,93.7,98.4,-4.86,N,Y
2007,Utah Jazz,51,31,0.622,—,101.5,98.6,3.06,Y,N
2007,Denver Nuggets,45,37,0.5489999999999999,6.0,105.4,103.7,1.69,Y,N
2007,Portland Trail Blazers,32,50,0.39,19.0,94.1,98.4,-3.78,N,Y
2007,Minnesota Timberwolves,32,50,0.39,19.0,96.1,99.7,-3.16,N,Y
2007,Seattle SuperSonics,31,51,0.37799999999999995,20.0,99.1,102.0,-2.45,N,Y
2007,Phoenix Suns,61,21,0.7440000000000001,—,110.2,102.9,7.28,Y,N
2007,Los Angeles Lakers,42,40,0.512,19.0,103.3,103.4,0.24,Y,N
2007,Golden State Warriors,42,40,0.512,19.0,106.5,106.9,0.0,Y,N
2007,Los Angeles Clippers,40,42,0.488,21.0,95.6,96.1,-0.07,N,Y
2007,Sacramento Kings,33,49,0.402,28.0,101.3,103.1,-1.35,N,Y
2007,Dallas Mavericks,67,15,0.8170000000000001,—,100.0,92.8,7.28,Y,N
2007,San Antonio Spurs,58,24,0.7070000000000001,9.0,98.5,90.1,8.35,Y,N
2007,Houston Rockets,52,30,0.634,15.0,97.0,92.1,5.04,Y,N
2007,New Orleans/Oklahoma City Hornets,39,43,0.47600000000000003,28.0,95.5,97.1,-1.19,N,Y
2007,Memphis Grizzlies,22,60,0.268,45.0,101.6,106.7,-4.44,N,Y
2008,Boston Celtics,66,16,0.805,—,100.5,90.3,9.3,Y,N
2008,Toronto Raptors,41,41,0.5,25.0,100.2,97.3,2.47,Y,N
2008,Philadelphia 76ers,40,42,0.488,26.0,96.6,96.2,0.19,Y,Y
2008,New Jersey Nets,34,48,0.415,32.0,95.8,100.9,-5.15,N,Y
2008,New York Knicks,23,59,0.28,43.0,96.9,103.5,-6.55,N,Y
2008,Detroit Pistons,59,23,0.72,—,97.5,90.1,6.67,Y,N
2008,Cleveland Cavaliers,45,37,0.5489999999999999,14.0,96.4,96.7,-0.53,Y,N
2008,Indiana Pacers,36,46,0.439,23.0,104.0,105.4,-1.87,N,Y
2008,Chicago Bulls,33,49,0.402,26.0,97.3,100.4,-3.19,N,Y
2008,Milwaukee Bucks,26,56,0.317,33.0,97.0,103.9,-6.92,N,Y
2008,Orlando Magic,52,30,0.634,—,104.5,99.0,4.79,Y,N
2008,Washington Wizards,43,39,0.524,9.0,98.8,99.2,-0.61,Y,N
2008,Atlanta Hawks,37,45,0.451,15.0,98.2,100.0,-2.23,Y,Y
2008,Charlotte Bobcats,32,50,0.39,20.0,97.1,101.4,-4.49,N,Y
2008,Miami Heat,15,67,0.183,37.0,91.4,100.0,-8.53,N,Y
2008,Utah Jazz,54,28,0.659,—,106.2,99.3,6.86,Y,N
2008,Denver Nuggets,50,32,0.61,4.0,110.7,107.0,3.74,Y,N
2008,Portland Trail Blazers,41,41,0.5,13.0,95.4,96.3,-0.52,N,N
2008,Minnesota Timberwolves,22,60,0.268,32.0,95.6,102.4,-6.26,N,Y
2008,Seattle SuperSonics,20,62,0.244,34.0,97.5,106.3,-8.04,N,Y
2008,Los Angeles Lakers,57,25,0.695,—,108.6,101.3,7.34,Y,N
2008,Phoenix Suns,55,27,0.6709999999999999,2.0,110.1,105.0,5.14,Y,N
2008,Golden State Warriors,48,34,0.585,9.0,111.0,108.8,2.38,N,N
2008,Sacramento Kings,38,44,0.46299999999999997,19.0,102.5,104.8,-1.86,N,Y
2008,Los Angeles Clippers,23,59,0.28,34.0,93.8,101.1,-6.56,N,Y
2008,New Orleans Hornets,56,26,0.6829999999999999,—,100.9,95.6,5.46,Y,N
2008,San Antonio Spurs,56,26,0.6829999999999999,—,95.4,90.6,5.1,Y,N
2008,Houston Rockets,55,27,0.6709999999999999,1.0,96.7,92.0,4.83,Y,N
2008,Dallas Mavericks,51,31,0.622,5.0,100.4,95.9,4.7,Y,N
2008,Memphis Grizzlies,22,60,0.268,34.0,100.7,106.9,-5.76,N,Y
2009,Boston Celtics,62,20,0.7559999999999999,—,100.9,93.4,7.44,Y,N
2009,Philadelphia 76ers,41,41,0.5,21.0,97.4,97.3,0.16,Y,N
2009,New Jersey Nets,34,48,0.415,28.0,98.1,100.5,-2.31,N,Y
2009,Toronto Raptors,33,49,0.402,29.0,99.0,101.9,-2.54,N,Y
2009,New York Knicks,32,50,0.39,30.0,105.2,107.8,-2.33,N,Y
2009,Cleveland Cavaliers,66,16,0.805,—,100.3,91.4,8.68,Y,N
2009,Chicago Bulls,41,41,0.5,25.0,102.2,102.5,-0.16,Y,N
2009,Detroit Pistons,39,43,0.47600000000000003,27.0,94.2,94.7,-0.36,Y,Y
2009,Indiana Pacers,36,46,0.439,30.0,105.1,106.2,-0.76,N,Y
2009,Milwaukee Bucks,34,48,0.415,32.0,99.3,100.4,-0.88,N,Y
2009,Orlando Magic,59,23,0.72,—,101.0,94.4,6.48,Y,N
2009,Atlanta Hawks,47,35,0.573,12.0,98.1,96.5,1.7,Y,N
2009,Miami Heat,43,39,0.524,16.0,98.3,98.0,0.49,Y,N
2009,Charlotte Bobcats,35,47,0.42700000000000005,24.0,93.6,94.9,-1.2,N,Y
2009,Washington Wizards,19,63,0.23199999999999998,40.0,96.1,103.5,-6.98,N,Y
2009,Denver Nuggets,54,28,0.659,—,104.3,100.9,3.13,Y,N
2009,Portland Trail Blazers,54,28,0.659,—,99.4,94.1,5.0,Y,N
2009,Utah Jazz,48,34,0.585,6.0,103.6,100.9,2.31,Y,N
2009,Minnesota Timberwolves,24,58,0.293,30.0,97.8,102.7,-4.74,N,Y
2009,Oklahoma City Thunder,23,59,0.28,31.0,97.0,103.1,-6.04,N,Y
2009,Los Angeles Lakers,65,17,0.7929999999999999,—,106.9,99.3,7.11,Y,N
2009,Phoenix Suns,46,36,0.561,19.0,109.4,107.5,1.62,N,N
2009,Golden State Warriors,29,53,0.354,36.0,108.6,112.3,-3.8,N,Y
2009,Los Angeles Clippers,19,63,0.23199999999999998,46.0,95.1,103.9,-8.47,N,Y
2009,Sacramento Kings,17,65,0.207,48.0,100.6,109.3,-8.6,N,Y
2009,San Antonio Spurs,54,28,0.659,—,97.0,93.3,3.36,Y,N
2009,Houston Rockets,53,29,0.6459999999999999,1.0,98.4,94.4,3.73,Y,N
2009,Dallas Mavericks,50,32,0.61,4.0,101.7,99.8,1.68,Y,N
2009,New Orleans Hornets,49,33,0.598,5.0,95.8,94.3,1.41,Y,N
2009,Memphis Grizzlies,24,58,0.293,30.0,93.9,99.3,-5.23,N,Y
2010,Boston Celtics,50,32,0.61,—,99.2,95.6,3.37,Y,N
2010,Toronto Raptors,40,42,0.488,10.0,104.1,105.9,-1.83,N,Y
2010,New York Knicks,29,53,0.354,21.0,102.1,105.9,-4.01,N,Y
2010,Philadelphia 76ers,27,55,0.32899999999999996,23.0,97.7,101.6,-3.93,N,Y
2010,New Jersey Nets,12,70,0.146,38.0,92.4,101.5,-8.93,N,Y
2010,Cleveland Cavaliers,61,21,0.7440000000000001,—,102.1,95.6,6.17,Y,N
2010,Milwaukee Bucks,46,36,0.561,15.0,97.7,96.0,1.37,Y,N
2010,Chicago Bulls,41,41,0.5,20.0,97.5,99.1,-1.64,Y,N
2010,Indiana Pacers,32,50,0.39,29.0,100.8,103.8,-3.11,N,Y
2010,Detroit Pistons,27,55,0.32899999999999996,34.0,94.0,99.1,-5.02,N,Y
2010,Orlando Magic,59,23,0.72,—,102.8,95.3,7.12,Y,N
2010,Atlanta Hawks,53,29,0.6459999999999999,6.0,101.7,97.0,4.44,Y,N
2010,Miami Heat,47,35,0.573,12.0,96.5,94.2,1.99,Y,N
2010,Charlotte Bobcats,44,38,0.537,15.0,95.3,93.8,1.3,Y,N
2010,Washington Wizards,26,56,0.317,33.0,96.2,101.0,-4.72,N,Y
2010,Denver Nuggets,53,29,0.6459999999999999,—,106.5,102.4,4.15,Y,N
2010,Utah Jazz,53,29,0.6459999999999999,—,104.2,98.9,5.33,Y,N
2010,Portland Trail Blazers,50,32,0.61,3.0,98.1,94.8,3.18,Y,N
2010,Oklahoma City Thunder,50,32,0.61,3.0,101.5,98.0,3.55,Y,N
2010,Minnesota Timberwolves,15,67,0.183,38.0,98.2,107.8,-9.06,N,Y
2010,Los Angeles Lakers,57,25,0.695,—,101.7,97.0,4.78,Y,N
2010,Phoenix Suns,54,28,0.659,3.0,110.2,105.3,4.67,Y,N
2010,Los Angeles Clippers,29,53,0.354,28.0,95.7,102.1,-6.01,N,Y
2010,Golden State Warriors,26,56,0.317,31.0,108.8,112.4,-3.28,N,Y
2010,Sacramento Kings,25,57,0.305,32.0,100.0,104.4,-4.06,N,Y
2010,Dallas Mavericks,55,27,0.6709999999999999,—,102.0,99.3,2.66,Y,N
2010,San Antonio Spurs,50,32,0.61,5.0,101.4,96.3,5.07,Y,N
2010,Houston Rockets,42,40,0.512,13.0,102.4,102.7,-0.02,N,N
2010,Memphis Grizzlies,40,42,0.488,15.0,102.5,104.0,-1.39,N,Y
2010,New Orleans Hornets,37,45,0.451,18.0,100.2,102.7,-2.27,N,Y
2011,Boston Celtics,56,26,0.6829999999999999,—,96.5,91.1,4.83,Y,N
2011,New York Knicks,42,40,0.512,14.0,106.5,105.7,0.48,Y,N
2011,Philadelphia 76ers,41,41,0.5,15.0,99.0,97.5,1.01,Y,N
2011,New Jersey Nets,24,58,0.293,32.0,94.2,100.4,-6.28,N,Y
2011,Toronto Raptors,22,60,0.268,34.0,99.1,105.4,-6.28,N,Y
2011,Chicago Bulls,62,20,0.7559999999999999,—,98.6,91.3,6.53,Y,N
2011,Indiana Pacers,37,45,0.451,25.0,99.8,100.9,-1.38,Y,Y
2011,Milwaukee Bucks,35,47,0.42700000000000005,27.0,91.9,92.7,-1.02,N,Y
2011,Detroit Pistons,30,52,0.366,32.0,97.0,100.6,-3.78,N,Y
2011,Cleveland Cavaliers,19,63,0.23199999999999998,43.0,95.5,104.5,-8.88,N,Y
2011,Miami Heat,58,24,0.7070000000000001,—,102.1,94.6,6.76,Y,N
2011,Orlando Magic,52,30,0.634,6.0,99.2,93.7,4.92,Y,N
2011,Atlanta Hawks,44,38,0.537,14.0,95.0,95.8,-1.1,Y,N
2011,Charlotte Bobcats,34,48,0.415,24.0,93.3,97.3,-4.08,N,Y
2011,Washington Wizards,23,59,0.28,35.0,97.3,104.7,-7.3,N,Y
2011,Oklahoma City Thunder,55,27,0.6709999999999999,—,104.8,101.0,3.81,Y,N
2011,Denver Nuggets,50,32,0.61,5.0,107.5,102.7,4.81,Y,N
2011,Portland Trail Blazers,48,34,0.585,7.0,96.3,94.8,1.85,Y,N
2011,Utah Jazz,39,43,0.47600000000000003,16.0,99.4,101.3,-1.44,N,Y
2011,Minnesota Timberwolves,17,65,0.207,38.0,101.1,107.7,-5.97,N,Y
2011,Los Angeles Lakers,57,25,0.695,—,101.5,95.4,6.01,Y,N
2011,Phoenix Suns,40,42,0.488,17.0,105.0,105.9,-0.46,N,Y
2011,Golden State Warriors,36,46,0.439,21.0,103.4,105.7,-2.0,N,Y
2011,Los Angeles Clippers,32,50,0.39,25.0,98.6,101.8,-2.71,N,Y
2011,Sacramento Kings,24,58,0.293,33.0,99.4,104.7,-4.8,N,Y
2011,San Antonio Spurs,61,21,0.7440000000000001,—,103.7,98.0,5.86,Y,N
2011,Dallas Mavericks,57,25,0.695,4.0,100.2,96.0,4.41,Y,N
2011,New Orleans Hornets,46,36,0.561,15.0,94.9,94.0,1.28,Y,N
2011,Memphis Grizzlies,46,36,0.561,15.0,99.9,97.6,2.55,Y,N
2011,Houston Rockets,43,39,0.524,18.0,105.9,103.7,2.37,N,N
2012,Boston Celtics,39,27,0.591,—,91.8,89.3,2.26,Y,N
2012,New York Knicks,36,30,0.545,3.0,97.8,94.7,2.39,Y,N
2012,Philadelphia 76ers,35,31,0.53,4.0,93.6,89.4,3.59,Y,N
2012,Toronto Raptors,23,43,0.348,16.0,90.7,94.0,-3.67,N,Y
2012,New Jersey Nets,22,44,0.33299999999999996,17.0,93.1,99.1,-6.37,N,Y
2012,Chicago Bulls,50,16,0.758,—,96.3,88.2,7.43,Y,N
2012,Indiana Pacers,42,24,0.636,8.0,97.7,94.4,2.6,Y,N
2012,Milwaukee Bucks,31,35,0.47,19.0,99.0,98.7,-0.23,N,Y
2012,Detroit Pistons,25,41,0.379,25.0,90.9,95.7,-5.19,N,Y
2012,Cleveland Cavaliers,21,45,0.318,29.0,93.0,100.2,-7.34,N,Y
2012,Miami Heat,46,20,0.6970000000000001,—,98.5,92.5,5.72,Y,N
2012,Atlanta Hawks,40,26,0.606,6.0,96.6,93.2,2.67,Y,N
2012,Orlando Magic,37,29,0.561,9.0,94.2,93.4,0.46,Y,N
